License Issue Date,Animal's Name,License Number,Primary Breed,Secondary Breed,Species,ZIP Code
2017-10-10,Zorba,105149,Domestic Shorthair,,Cat,98125
2017-10-10,Big Orange Satsuma,822665,Domestic Shorthair,,Cat,98115
2017-10-10,Little Gray Uresai,821604,Domestic Shorthair,,Cat,98115
2017-10-10,Gnocchi,104757,Domestic Shorthair,,Cat,98116
2017-10-10,Francis,103961,Domestic Shorthair,Mix,Cat,98122
2017-10-10,Cashmere,120605,Persian,Russian Blue,Cat,98133
2017-10-10,Sunshine,120607,Domestic Shorthair,,Cat,98133
2017-10-10,Jack,826193,Domestic Longhair,,Cat,98107
2017-10-10,Hank,825362,Domestic Shorthair,,Cat,98116
2017-10-10,Sophie,825363,Domestic Shorthair,,Cat,98116
2017-10-10,Cassie,825463,American Shorthair,,Cat,98121
2017-10-10,Bootsie,137065,Domestic Shorthair,,Cat,98115
2017-10-10,Fozzie,822602,Domestic Shorthair,,Cat,98115
2017-10-10,Flora,816031,Domestic Shorthair,,Cat,98115
2017-10-10,Alice,136936,American Shorthair,Mix,Cat,98144
2017-10-10,Ted,136937,Domestic Medium Hair,Mix,Cat,98144
2017-10-10,Simon,136952,Domestic Shorthair,,Cat,98101
2017-10-10,California,833526,Domestic Shorthair,,Cat,98144
2017-10-10,Gia,136989,Domestic Medium Hair,Mix,Cat,98108
2017-10-10,Felix,825113,Domestic Shorthair,,Cat,98103
2017-10-10,Oscar,825114,Siamese,Mix,Cat,98103
2017-10-10,Zippy,896191,Domestic Shorthair,,Cat,98118
2017-10-10,Lucy,824793,American Shorthair,,Cat,98136
2017-10-10,Remy,104838,Domestic Shorthair,Mix,Cat,98116
2017-10-10,LeeLoo,824110,Domestic Shorthair,,Cat,98108
2017-10-10,Izzy,100534,Domestic Shorthair,Mix,Cat,98119
2017-10-10,Ella,832632,Domestic Shorthair,,Cat,98115
2017-10-10,Nicchi,823618,American Shorthair,,Cat,98115
2017-10-10,Drew,823677,Domestic Longhair,,Cat,98177
2017-10-10,Griffey,823676,Domestic Longhair,,Cat,98177
2017-10-10,Abby,825374,Domestic Shorthair,,Cat,98105
2017-10-10,Rajah,823354,Bengal,,Cat,98122
2017-10-10,Levi,832793,Domestic Longhair,,Cat,98177
2017-10-10,Sparky,832792,Domestic Shorthair,,Cat,98177
2017-10-10,Moxie,825373,Domestic Shorthair,,Cat,98199
2017-10-10,Paddison,825372,Domestic Shorthair,,Cat,98199
2017-10-10,Ollie,832974,Domestic Shorthair,,Cat,98102
2017-10-10,Shady,136994,Chartreux,,Cat,98109
2017-10-10,Sterling,100773,Domestic Shorthair,Mix,Cat,98136
2017-10-10,Cody,133432,Domestic Medium Hair,,Cat,98107
2017-10-10,Max,105036,Domestic Shorthair,,Cat,98107
2017-10-10,Charlee,833074,LaPerm,,Cat,98136
2017-10-10,Lily,833061,LaPerm,,Cat,98136
2017-10-10,Marco,825341,Domestic Shorthair,,Cat,98117
2017-10-10,Gracie,136913,American Shorthair,,Cat,98125
2017-10-10,Charlotte,816252,Domestic Shorthair,,Cat,98136
2017-10-10,Merle,136955,Domestic Shorthair,,Cat,98144
2017-10-10,Muddy,895820,Domestic Shorthair,,Cat,98144
2017-10-10,Sarah,832038,Domestic Medium Hair,,Cat,98146
2017-10-10,Aslan,832831,Domestic Shorthair,,Cat,98146
2017-10-10,Jazz,832138,Domestic Shorthair,,Cat,98146
2017-10-10,Charlotte,832132,Domestic Shorthair,,Cat,98115
2017-10-10,Conrad,833119,Russian Blue,,Cat,98125
2017-10-10,Dory,833120,Domestic Shorthair,,Cat,98125
2017-10-10,Mitsy,820942,Domestic Longhair,,Cat,98136
2017-10-10,Gia,821653,Domestic Shorthair,,Cat,98112
2017-10-10,Gracie,821652,Domestic Shorthair,,Cat,98112
2017-10-10,Phoebe,104887,European Shorthair,,Cat,98177
2017-10-10,Foggy,817830,Domestic Shorthair,,Cat,98144
2017-10-10,Tuxedo,817832,Domestic Shorthair,,Cat,98144
2017-10-10,Robert,962074,Domestic Medium Hair,,Cat,98103
2017-10-10,Bailey Stevens,137038,Domestic Medium Hair,,Cat,98102
2017-10-10,Peter,824854,Domestic Shorthair,,Cat,98125
2017-10-10,Ace,579014,Domestic Medium Hair,,Cat,98121
2017-10-10,Amelia,421634,Domestic Shorthair,,Cat,98103
2017-10-10,Harriett,823591,Domestic Shorthair,Mix,Cat,98115
2017-10-10,Flex,833112,Domestic Longhair,,Cat,98102
2017-10-10,Creme Puff,832877,Domestic Medium Hair,,Cat,98115
2017-10-10,Ginger,832876,Domestic Medium Hair,,Cat,98115
2017-10-10,Salsa,817929,Domestic Shorthair,,Cat,98133
2017-10-10,Mouth,105070,Maine Coon,Mix,Cat,98115
2017-10-10,Scrabbles,105071,Mix,,Cat,98115
2017-10-10,Remy,105475,American Shorthair,Maine Coon,Cat,98144
2017-10-10,Kitty,824387,Domestic Shorthair,,Cat,98115
2017-10-10,Denny,824351,Domestic Shorthair,,Cat,98102
2017-10-10,Mo,833237,Domestic Shorthair,Snowshoe,Cat,98119
2017-10-10,Rita,833224,Domestic Shorthair,Snowshoe,Cat,98119
2017-10-10,Araya,103963,Domestic Longhair,Mix,Cat,98117
2017-10-10,Miko,105745,American Shorthair,,Cat,98105
2017-10-10,Lil Bit,104132,Domestic Shorthair,Mix,Cat,98117
2017-10-10,Calin,136906,Domestic Longhair,,Cat,98177
2017-10-10,Max,136907,Domestic Shorthair,,Cat,98177
2017-10-10,Zorro,824180,Siamese,,Cat,98146
2017-10-10,Hannah,820949,Domestic Shorthair,,Cat,98146
2017-10-10,Morris,104049,Domestic Shorthair,Mix,Cat,98177
2017-10-10,Myles,732387,Domestic Shorthair,,Cat,98103
2017-10-10,Moki,822522,Domestic Shorthair,,Cat,98103
2017-10-10,Avery,833015,Domestic Shorthair,,Cat,98125
2017-10-10,Julien,833014,Domestic Shorthair,,Cat,98125
2017-10-10,Bucky,137070,Domestic Medium Hair,Exotic Shorthair,Cat,98133
2017-10-10,Bones,104151,American Shorthair,Mix,Cat,98125
2017-10-10,Maggie-Toes,825459,Domestic Shorthair,,Cat,98121
2017-10-10,Onyx,825210,Domestic Shorthair,,Cat,98126
2017-10-10,Nikki,105317,Domestic Shorthair,,Cat,98122
2017-10-10,Sara,832963,Domestic Shorthair,,Cat,98122
2017-10-10,Mia,832078,Domestic Shorthair,,Cat,98136
2017-10-10,Frances,110275,Domestic Shorthair,,Cat,98115
2017-10-10,Ruby,817741,Domestic Shorthair,,Cat,98112
2017-10-10,,832673,Domestic Shorthair,,Cat,98121
2017-10-10,,832674,Domestic Shorthair,,Cat,98121
2017-10-10,Ollie,102495,Domestic Shorthair,Mix,Cat,98122
2017-10-10,Tucker,134292,Boxer,,Dog,98106
2017-10-10,Henry,137516,"Spaniel, American Cocker","Poodle, Miniature",Dog,98136
2017-10-10,Jack,835031,"Retriever, Labrador",Mix,Dog,98109
2017-10-10,Tank,138264,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,Dog,98118
2017-10-10,Batman,201090,Bichon Frise,,Dog,98126
2017-10-10,Tobey,134293,"Chihuahua, Short Coat","Terrier, Jack Russell",Dog,98122
2017-10-10,Ciroc,134294,"Terrier, American Pit Bull",Siberian Husky,Dog,98133
2017-10-10,Rudy,134295,"Terrier, Yorkshire",Mix,Dog,
2017-10-10,Cookie,134297,"Schnauzer, Miniature",,Dog,98177
2017-10-10,Chuy,135596,"Terrier, Yorkshire",,Dog,98146
2017-10-10,Guinness,136920,"Spaniel, Cavalier King Charles",,Dog,98125
2017-10-10,Walter,121783,"Spaniel, Cavalier King Charles","Dachshund, Standard Smooth Haired",Dog,98103
2017-10-10,Bentley,105398,Shih Tzu,,Dog,98199
2017-10-10,Ben,831985,"Retriever, Golden","Poodle, Miniature",Dog,98101
2017-10-10,Cooper,137099,Bernese Mountain Dog,"Poodle, Standard",Dog,98102
2017-10-10,Chopper,729759,"Terrier, American Pit Bull",,Dog,98118
2017-10-10,Charlie,828806,"Terrier, Jack Russell","Terrier, American Pit Bull",Dog,98126
2017-10-10,Sammy,136971,Samoyed,,Dog,98112
2017-10-10,Kevin,835464,"Spaniel, English Springer",,Dog,98126
2017-10-10,Captain,834310,Siberian Husky,German Shepherd,Dog,98108
2017-10-10,August,137016,Australian Cattle Dog,,Dog,98105
2017-10-10,Ishka,103978,Australian Shepherd,,Dog,98136
2017-10-10,Toby,899213,Shepherd,Mix,Dog,98115
2017-10-10,Harrison,104758,"Terrier, Jack Russell",,Dog,98144
2017-10-10,Olson,105223,Terrier,,Dog,98116
2017-10-10,Tiny,725397,Great Dane,,Dog,98133
2017-10-10,Duncan,731689,Lhasa Apso,,Dog,98118
2017-10-10,Bogart,136963,"Coonhound, Redbone",,Dog,98122
2017-10-10,Luigi,725516,"Chihuahua, Short Coat",Mix,Dog,98118
2017-10-10,Rambo,136902,"Dachshund, Miniature Long Haired",,Dog,98104
2017-10-10,Jambo,214509,"Retriever, Golden",,Dog,98103
2017-10-10,Yogi Bingman,105536,"Retriever, Curly Coated","Poodle, Standard",Dog,98117
2017-10-10,Eddie Megatron,828788,"Spaniel, Cavalier King Charles",Bichon Frise,Dog,98118
2017-10-10,Hank,903333,"Retriever, Golden",,Dog,98115
2017-10-10,Juneau,442366,"Retriever, Labrador",,Dog,98118
2017-10-10,Mochi,834637,"Poodle, Miniature",,Dog,98101
2017-10-10,Jacques2,834408,"Poodle, Miniature","Spaniel, American Cocker",Dog,98136
2017-10-10,Num Chuck,898785,"Terrier, American Pit Bull",,Dog,98106
2017-10-10,Dylan,105023,"Retriever, Labrador","Terrier, Staffordshire Bull",Dog,98101
2017-10-10,Ty,820955,"Terrier, American Pit Bull",,Dog,98106
2017-10-10,Mason,105197,"Setter, English",,Dog,98103
2017-10-10,Rudy Effner,834341,Border Collie,Australian Shepherd,Dog,98116
2017-10-10,Blacky,123820,"Retriever, Labrador",,Dog,98125
2017-10-10,Grover,830191,"Terrier, Rat",,Dog,98125
2017-10-10,Milo,136967,"Chihuahua, Short Coat",Pomeranian,Dog,98108
2017-10-10,Barkley,830951,Terrier,Pekingese,Dog,98117
2017-10-10,Mambo,830566,"Spaniel, Cavalier King Charles",Terrier,Dog,98117
2017-10-10,Huaso,834549,"Chihuahua, Short Coat",,Dog,98107
2017-10-10,Max,105086,"Retriever, Labrador","Poodle, Standard",Dog,98115
2017-10-10,Felix,835203,Havanese,,Dog,98112
2017-10-10,Arlo,834153,"Retriever, Labrador","Poodle, Standard",Dog,98105
2017-10-10,Zed,121847,Shih Tzu,Lhasa Apso,Dog,98119
2017-10-10,Gilbert,136932,Terrier,,Dog,98106
2017-10-10,Gilligan,442403,"Terrier, American Pit Bull",Mix,Dog,98117
2017-10-10,Arnold,136982,Maltese,,Dog,98121
2017-10-10,Bambi,830512,"Poodle, Toy",,Dog,98125
2017-10-10,Max,105501,"Dachshund, Miniature Smooth Haired",,Dog,98117
2017-10-10,Bowser,136957,Boxer,,Dog,98115
2017-10-10,Tetsuo,136926,Chinese Shar-Pei,"Retriever, Labrador",Dog,98125
2017-10-10,Lucky,833824,Pomeranian,,Dog,98105
2017-10-10,Grits,827141,"Terrier, West Highland White",,Dog,98112
2017-10-10,Henry,105737,Rhodesian Ridgeback,Hound,Dog,98104
2017-10-10,Pudge,103637,"Cur, Black-Mouth",,Dog,98118
2017-10-10,Henry,105387,Mix,,Dog,98106
2017-10-10,Atticus,830842,Terrier,,Dog,98126
2017-10-10,Crash,137008,"Vizsla, Smooth Haired",Boxer,Dog,98126
2017-10-10,Kerbey,137050,"Terrier, Jack Russell",,Dog,98102
2017-10-10,Ike,105391,"Terrier, Yorkshire",,Dog,98109
2017-10-10,Bear,136944,"Retriever, Labrador","Poodle, Standard",Dog,98112
2017-10-10,Jack,102880,Schipperke,,Dog,98133
2017-10-10,Capt. Ahab,830395,Pug,Pomeranian,Dog,98108
2017-10-10,Kona,828733,German Shepherd,,Dog,98144
2017-10-10,Stryker,820064,"Retriever, Flat-Coated",,Dog,98115
2017-10-10,Rusty,828848,"Dachshund, Standard Smooth Haired",,Dog,98115
2017-10-10,Iggy Pup,104818,Border Collie,Retriever,Dog,98102
2017-10-10,Kodiak,137049,"Retriever, Labrador",,Dog,98115
2017-10-10,Jake,137071,Alaskan Malamute,German Shepherd,Dog,98115
2017-10-10,Lenny,733149,"Retriever, Labrador",Siberian Husky,Dog,98116
2017-10-10,Snake,104949,Terrier,Mix,Dog,98117
2017-10-10,Blackie,137004,"Retriever, Labrador",Spaniel,Dog,98118
2017-10-10,Guster,137003,"Terrier, West Highland White",,Dog,98118
2017-10-10,Gus,137093,"Terrier, Yorkshire",,Dog,98122
2017-10-10,Sake,834047,Shiba Inu,,Dog,98112
2017-10-10,Louie,104941,"Retriever, Labrador","Poodle, Standard",Dog,98122
2017-10-10,Milo,834409,Pomeranian,,Dog,98119
2017-10-10,Aiden,136928,"Spaniel, English Springer",,Dog,98177
2017-10-10,Spooky Leonardo Rodgers,136983,Terrier,"Chihuahua, Long Coat",Dog,98102
2017-10-10,Alfie,827130,"Terrier, Soft Coated Wheaten",,Dog,98115
2017-10-10,Butter,136950,"Retriever, Labrador",,Dog,98144
2017-10-10,Rockefeller,106457,"Terrier, Boston",,Dog,98115
2017-10-10,Moose,136960,"Retriever, Golden",,Dog,98102
2017-10-10,Reggie,105133,"Retriever, Labrador","Poodle, Standard",Dog,98102
2017-10-10,Chuy,730567,"Chihuahua, Short Coat",Mix,Dog,98101
2017-10-10,Buddy,830829,"Terrier, Yorkshire",,Dog,98136
2017-10-10,Norman,827136,"Terrier, Soft Coated Wheaten",,Dog,98112
2017-10-10,Charlie Bearsford,137015,Shih Tzu,"Poodle, Miniature",Dog,98126
2017-10-10,Watson,830211,"Retriever, Labrador",Mix,Dog,98126
2017-10-10,Wrigley,830209,"Retriever, Labrador",Mix,Dog,98126
2017-10-10,Bobo,105360,Shih Tzu,"Chihuahua, Long Coat",Dog,98178
2017-10-10,Little Brother,105297,"Chihuahua, Short Coat","Dachshund, Standard Wire Haired",Dog,98133
2017-10-10,Rascal,820479,Shih Tzu,Maltese,Dog,98109
2017-10-10,Bogie,136970,"Schnauzer, Miniature",,Dog,98103
2017-10-10,Oak,834451,"Retriever, Labrador",,Dog,98105
2017-10-10,Tuco,136988,Xoloitzcuintli,Mix,Dog,98105
2017-10-10,Uno,137082,"Poodle, Toy",Maltese,Dog,98125
2017-10-10,Bear,826997,Newfoundland,,Dog,98136
2017-10-10,Buddy,822006,"Terrier, Soft Coated Wheaten",,Dog,98107
2017-10-10,Riley Kujo,137028,"Retriever, Labrador",,Dog,98105
2017-10-10,Toby,834087,"Welsh Corgi, Cardigan",,Dog,98117
2017-10-10,Frank Sinatra,105301,Australian Cattle Dog,,Dog,98177
2017-10-10,Blueberry,137021,"Terrier, American Pit Bull","Terrier, Boston",Dog,98103
2017-10-10,Wilson,831717,"Retriever, Golden","Retriever, Labrador",Dog,98144
2017-10-10,Hogan,834583,Doberman Pinscher,,Dog,98106
2017-10-10,Willie,584925,Pug,,Dog,98112
2017-10-10,Buster,137046,"Poodle, Miniature","Retriever, Golden",Dog,98107
2017-10-10,Logan,136941,Havanese,,Dog,98122
2017-10-10,Quincy,137002,Portuguese Water Dog,,Dog,98105
2017-10-10,Snacks,136945,Boxer,"Terrier, American Pit Bull",Dog,98144
2017-10-10,Colin,439821,"Chihuahua, Short Coat",,Dog,98117
2017-10-10,Charlie,136995,"Spaniel, American Cocker",,Dog,98199
2017-10-10,Scout,136996,"Spaniel, American Cocker",,Dog,98199
2017-10-10,Boba,136984,"Welsh Corgi, Pembroke",,Dog,98108
2017-10-10,Darcy,105259,"Welsh Corgi, Cardigan",,Dog,98122
2017-10-10,Will,137075,Border Collie,,Dog,98126
2017-10-10,Boo,134896,Pomeranian,"Chihuahua, Short Coat",Dog,98109
2017-10-10,Zoey,134296,Pekingese,,Dog,98133
2017-10-10,Ginger,134899,"Retriever, Golden",,Dog,98117
2017-10-10,Redd,134900,"Retriever, Labrador",Siberian Husky,Dog,98126
2017-10-10,Luna,136601,Maltese,Shih Tzu,Dog,98199
2017-10-10,Hazel,827251,Border Collie,Greyhound,Dog,98199
2017-10-10,Rosie the Riveter,137545,"Retriever, Golden",Mix,Dog,98117
2017-10-10,Goldy,80408,"Terrier, Jack Russell",,Dog,98104
2017-10-10,Chica,831525,"Poodle, Miniature",Mix,Dog,98136
2017-10-10,Lucy,136933,"Bulldog, French",,Dog,98122
2017-10-10,Pj,834645,"Terrier, Jack Russell",,Dog,98108
2017-10-10,Maeby,136925,Retriever,"Dachshund, Standard Smooth Haired",Dog,
2017-10-10,Lula,830644,Australian Shepherd,,Dog,98126
2017-10-10,Molly,834303,"Terrier, Boston","Terrier, Rat",Dog,98136
2017-10-10,Payton,731690,Lhasa Apso,,Dog,98118
2017-10-10,Roxie,106227,Boxer,Chinese Shar-Pei,Dog,98118
2017-10-10,Bini,136901,"Dachshund, Miniature Long Haired",,Dog,98104
2017-10-10,Fiona,729291,"Terrier, American Pit Bull",Mix,Dog,98133
2017-10-10,Frida,828714,Shepherd,Mix,Dog,98103
2017-10-10,Josie,104910,Retriever,Mix,Dog,98103
2017-10-10,Poet,104909,Retriever,Mix,Dog,98103
2017-10-10,Bonita,137039,Border Collie,,Dog,98133
2017-10-10,Asia,830148,"Chihuahua, Long Coat",,Dog,98109
2017-10-10,bridget wiley,830110,"Terrier, Rat","Chihuahua, Short Coat",Dog,98144
2017-10-10,Daizy,831019,"Bulldog, English",,Dog,98146
2017-10-10,Molly,105302,Maltese,"Poodle, Miniature",Dog,98177
2017-10-10,Opal,830160,"Terrier, Jack Russell","Chihuahua, Short Coat",Dog,98112
2017-10-10,Madison,835204,Havanese,,Dog,98112
2017-10-10,Molly,582732,"Setter, Irish",,Dog,98112
2017-10-10,Louise,117750,"Poodle, Toy",,Dog,98106
2017-10-10,Susie,834556,"Setter, Gordon",,Dog,98103
2017-10-10,Lola,826765,"Retriever, Labrador",Terrier,Dog,98125
2017-10-10,Tala,830632,German Shepherd,,Dog,98136
2017-10-10,Lucy,136954,"Retriever, Curly Coated","Poodle, Standard",Dog,98112
2017-10-10,Pua,132033,Weimaraner,,Dog,98122
2017-10-10,Eleanor R,136990,"Poodle, Standard","Terrier, Airedale",Dog,98107
2017-10-10,Gracie,105735,"Poodle, Standard","Retriever, Labrador",Dog,98103
2017-10-10,Dutchess,136948,Retriever,German Shepherd,Dog,98122
2017-10-10,Coco,137007,Hound,,Dog,98103
2017-10-10,Coco,827270,"Spaniel, American Cocker","Poodle, Miniature",Dog,98116
2017-10-10,Rosie McPosie O'Donnell Schneider,136914,"Pointer, German Shorthaired",,Dog,98115
2017-10-10,Dr. Alice,830392,Pomeranian,Pug,Dog,98108
2017-10-10,Polly,826514,"Spaniel, American Cocker","Poodle, Miniature",Dog,98116
2017-10-10,Winnie,136993,"Terrier, Cairn","Chihuahua, Short Coat",Dog,98122
2017-10-10,Sasha,834188,Australian Shepherd,Mix,Dog,98117
2017-10-10,Bodhi,105045,"Retriever, Labrador","Poodle, Standard",Dog,98118
2017-10-10,Lily,834946,Xoloitzcuintli,,Dog,98116
2017-10-10,Joy,136992,"Poodle, Miniature","Retriever, Labrador",Dog,98144
2017-10-10,Jessie,830478,"Retriever, Golden",,Dog,98177
2017-10-10,Emma,830931,"Terrier, Yorkshire",Terrier,Dog,98116
2017-10-10,Luxa,435678,Shetland Sheepdog,Mix,Dog,98103
2017-10-10,Berra,137005,"Terrier, West Highland White",,Dog,98118
2017-10-10,Djanga,102977,"Retriever, Labrador",Mix,Dog,98108
2017-10-10,Shasta,210687,"Retriever, Golden","Poodle, Standard",Dog,98105
2017-10-10,Zelda,102790,Miniature Pinscher,Beagle,Dog,98102
2017-10-10,Sia,136998,"Poodle, Toy",Maltese,Dog,98125
2017-10-10,Sasha,,"Retriever, Labrador","Poodle, Standard",Dog,98107
2017-10-10,Sorcha,104811,"Spaniel, Cavalier King Charles",,Dog,98117
2017-10-10,Zeva,137058,Doberman Pinscher,,Dog,98136
2017-10-10,Shadow,820143,Australian Cattle Dog,,Dog,98118
2017-10-10,Willow,830449,"Chihuahua, Short Coat",Terrier,Dog,98177
2017-10-10,Monroe,106456,"Terrier, Boston",,Dog,98115
2017-10-10,Maya May,834333,"Poodle, Miniature","Spaniel, American Cocker",Dog,98115
2017-10-10,Lulu,830966,Border Collie,,Dog,98144
2017-10-10,Sophie,104897,English Shepherd,Mix,Dog,98117
2017-10-10,Genever,122101,Saint Bernard,,Dog,98104
2017-10-10,Phinney,834646,"Retriever, Labrador","Poodle, Standard",Dog,98115
2017-10-10,Nana,137045,Shih Tzu,,Dog,98178
2017-10-10,Karen,834614,"Retriever, Labrador","Poodle, Standard",Dog,98107
2017-10-10,Baby Girl,105296,American Eskimo,Beagle,Dog,98133
2017-10-10,Gracie,820480,"Spaniel, Tibetan",,Dog,98109
2017-10-10,Taylor,136908,Pharaoh Hound,"Retriever, Labrador",Dog,98177
2017-10-10,Barbie,136987,Australian Shepherd,,Dog,98105
2017-10-10,Hawk,136927,Chow Chow,,Dog,98101
2017-10-10,Moo,136949,"Retriever, Labrador",,Dog,98103
2017-10-10,Chloe,820330,Shepherd,Mix,Dog,98105
2017-10-10,Tsukee,444157,Pointer,,Dog,98109
2017-10-10,Mokha,358859,Mix,,Dog,98117
2017-10-10,Daisy,831829,"Terrier, Airedale",,Dog,98117
2017-10-10,Vee,115138,German Shepherd,,Dog,98125
2017-10-10,Minnie,137033,Basenji,Shepherd,Dog,98105
2017-10-10,Cider,137037,Mix,,Dog,98116
2017-10-10,Abby,830781,Australian Shepherd,,Dog,98103
2017-10-10,Rayne,830793,Bernese Mountain Dog,"Retriever, Golden",Dog,98103
2017-10-10,Elsie,136979,"Retriever, Labrador",,Dog,98199
2017-10-10,Olive,137029,"Retriever, Golden",Australian Shepherd,Dog,98103
2017-10-10,Lola,834522,"Retriever, Golden","Poodle, Standard",Dog,98177
2017-10-10,Hannah,136942,Havanese,,Dog,98122
2017-10-10,Olive,136916,Boxer,,Dog,98125
2017-10-10,Kylie,827467,Portuguese Water Dog,,Dog,98122
2017-10-09,Tux,124899,Domestic Shorthair,Mix,Cat,98133
2017-10-09,Tyrion,124806,Domestic Shorthair,Mix,Cat,98136
2017-10-09,Eugene,134677,Domestic Shorthair,Mix,Cat,98122
2017-10-09,Cat Cat,104110,Domestic Longhair,Mix,Cat,98107
2017-10-09,Biko,823988,Domestic Longhair,,Cat,98199
2017-10-09,Che,823989,Domestic Shorthair,,Cat,98199
2017-10-09,Molly,823991,Domestic Longhair,,Cat,98199
2017-10-09,Peabody,832049,Domestic Shorthair,,Cat,98103
2017-10-09,SAM,104030,Domestic Shorthair,,Cat,98199
2017-10-09,,816951,Domestic Shorthair,,Cat,98117
2017-10-09,Basie,822593,Domestic Medium Hair,,Cat,98117
2017-10-09,Leo,824968,LaPerm,,Cat,98117
2017-10-09,Lord,136986,Siberian,,Cat,98117
2017-10-09,Zoie,824973,Domestic Medium Hair,,Cat,98117
2017-10-09,Candy Cane,817906,Domestic Medium Hair,,Cat,98125
2017-10-09,Starburst,817904,Domestic Medium Hair,,Cat,98125
2017-10-09,Annie,833057,Domestic Shorthair,,Cat,98117
2017-10-09,Tinkerbelle,817236,Domestic Medium Hair,,Cat,98199
2017-10-09,Jinx,123930,Domestic Shorthair,Exotic Shorthair,Cat,98117
2017-10-09,Stella,833312,Domestic Shorthair,,Cat,98126
2017-10-09,Garnet,824305,Domestic Shorthair,,Cat,98199
2017-10-09,Sultrina,824304,Domestic Shorthair,,Cat,98199
2017-10-09,Potatoes,832042,Domestic Shorthair,,Cat,98117
2017-10-09,Buggins,823345,Domestic Shorthair,,Cat,98103
2017-10-09,Charlie,137076,American Shorthair,,Cat,98115
2017-10-09,Isabell,105363,Mix,,Cat,98118
2017-10-09,Lily,136917,Domestic Shorthair,,Cat,98107
2017-10-09,Sirius,136918,Domestic Shorthair,,Cat,98107
2017-10-09,Po,832947,Ragdoll,,Cat,98144
2017-10-09,Selina,824071,Domestic Longhair,,Cat,98115
2017-10-09,,819973,Domestic Shorthair,,Cat,98115
2017-10-09,Pumpkin,137052,Domestic Medium Hair,,Cat,98126
2017-10-09,Marble Jane,832728,LaPerm,,Cat,98105
2017-10-09,Midnight,832727,LaPerm,,Cat,98105
2017-10-09,Pumpkin,823784,Domestic Shorthair,,Cat,98107
2017-10-09,Stella,136980,Maine Coon,,Cat,98199
2017-10-09,Charlie,105373,Turkish Van,,Cat,98117
2017-10-09,Kristy,105374,American Shorthair,,Cat,98117
2017-10-09,Fern,822786,LaPerm,,Cat,98118
2017-10-09,Rain,822787,LaPerm,,Cat,98118
2017-10-09,Bo,137030,Domestic Medium Hair,,Cat,98118
2017-10-09,Nala,137031,American Shorthair,,Cat,98118
2017-10-09,Daisy,104016,Domestic Shorthair,Mix,Cat,98178
2017-10-09,Raphael,121066,Alaskan Klee Kai,Mix,Dog,98107
2017-10-09,Mochi,105521,Pomeranian,American Eskimo,Dog,98119
2017-10-09,Joey,104768,Beagle,"Dachshund, Miniature Smooth Haired",Dog,98107
2017-10-09,Ace,831930,"Retriever, Golden",,Dog,98103
2017-10-09,Cosmo,730368,Pug,,Dog,98105
2017-10-09,Juno,902974,"Bulldog, French",,Dog,98117
2017-10-09,Yakko,137062,"Retriever, Labrador",,Dog,98136
2017-10-09,Loki,137100,Norwegian Elkhound,,Dog,98117
2017-10-09,Sargos,137081,"Retriever, Labrador",,Dog,98115
2017-10-09,Romeo,123237,Bichon Frise,,Dog,98125
2017-10-09,Titan,136934,Spaniel,"Poodle, Miniature",Dog,98125
2017-10-09,JoJo,137085,"Retriever, Labrador",Rottweiler,Dog,98107
2017-10-09,Bear-o,826677,"Terrier, Rat","Terrier, Fox, Smooth",Dog,98125
2017-10-09,Hector,830586,"Dachshund, Standard Smooth Haired",,Dog,98103
2017-10-09,Jimmy,136959,"Retriever, Labrador",Border Collie,Dog,98112
2017-10-09,Duncan,829787,"Terrier, Scottish",,Dog,98136
2017-10-09,Rupert,136912,Australian Shepherd,,Dog,98102
2017-10-09,Charlie,825803,"Retriever, Labrador",,Dog,98107
2017-10-09,Tanner,830059,"Retriever, Golden",,Dog,98199
2017-10-09,Weegee,114215,"Chihuahua, Short Coat",Miniature Pinscher,Dog,98136
