License Issue Date,Animal's Name,License Number,Primary Breed,Secondary Breed,Species,ZIP Code
2017-10-16,Jasmine,137326,"Poodle, Standard","Retriever, Golden",Dog,98116
2017-10-16,Cali,137348,"Retriever, Labrador",,Dog,98121
2017-10-16,Lily,731698,"Dachshund, Standard Wire Haired",,Dog,98133
2017-10-16,Onyx,834513,"Retriever, Labrador","Poodle, Standard",Dog,98115
2017-10-16,Daisy,105245,Australian Shepherd,,Dog,98115
2017-10-16,Lola,137368,Boxer,Retriever,Dog,98199
2017-10-15,Glinda,134399,Domestic Medium Hair,Mix,Cat,98121
2017-10-15,Penny,125274,Domestic Shorthair,Mix,Cat,98136
2017-10-15,Papi,125275,Domestic Shorthair,Mix,Cat,98136
2017-10-15,Masil,137571,Domestic Longhair,Mix,Cat,98133
2017-10-15,Frida,136262,Domestic Longhair,Mix,Cat,98122
2017-10-15,Kitty,136265,Domestic Shorthair,Mix,Cat,98115
2017-10-15,Osha,103744,Domestic Shorthair,Mix,Cat,98117
2017-10-15,Atlas,136267,Domestic Shorthair,Mix,Cat,98112
2017-10-15,Oscar2,136268,Domestic Shorthair,Mix,Cat,98117
2017-10-15,Natalie,134400,Domestic Shorthair,Mix,Cat,98121
2017-10-15,Hooley,134700,Domestic Shorthair,Mix,Cat,98121
2017-10-15,Joy,136270,Domestic Shorthair,Mix,Cat,98108
2017-10-15,Chucky,136271,Domestic Shorthair,Mix,Cat,98107
2017-10-15,Flo,136273,Domestic Longhair,Mix,Cat,98136
2017-10-15,Dixie,136705,Domestic Medium Hair,Mix,Cat,98122
2017-10-15,Dexter,136706,Domestic Shorthair,Mix,Cat,98125
2017-10-15,Handsome Jack,136264,Siberian Husky,,Dog,98105
2017-10-15,Beauregard,136272,"Retriever, Golden",Mix,Dog,98136
2017-10-15,Lily,828270,"Schnauzer, Miniature","Poodle, Miniature",Dog,98115
2017-10-15,Dibbs,136263,"Foxhound, American","Collie, Smooth",Dog,98109
2017-10-15,Linq,136266,"Chihuahua, Short Coat",Mix,Dog,98119
2017-10-14,Josie,134697,Domestic Shorthair,Mix,Cat,98116
2017-10-14,Frank,136261,Domestic Shorthair,Siamese,Cat,98106
2017-10-14,Merry,136010,Domestic Medium Hair,Mix,Cat,98103
2017-10-14,Ocean,136011,Siamese,Mix,Cat,98103
2017-10-14,Bastet,104973,Domestic Shorthair,Mix,Cat,98117
2017-10-14,Mocha,816334,Domestic Shorthair,,Cat,98105
2017-10-14,Suzie,136014,Domestic Longhair,Mix,Cat,98117
2017-10-14,Spot,136015,Domestic Shorthair,Mix,Cat,98122
2017-10-14,Caroline,136016,Domestic Shorthair,Mix,Cat,98122
2017-10-14,Moonie,136701,Domestic Shorthair,Mix,Cat,98103
2017-10-14,Kit,136702,Domestic Longhair,Mix,Cat,98102
2017-10-14,Boogie,136703,Domestic Shorthair,Mix,Cat,98104
2017-10-14,Fai,136018,Domestic Shorthair,Mix,Cat,98105
2017-10-14,Skunk,136019,Domestic Shorthair,Mix,Cat,98105
2017-10-14,Rocky,136020,Domestic Shorthair,Mix,Cat,98105
2017-10-14,Madonna,136017,Domestic Shorthair,Mix,Cat,98105
2017-10-14,Chuck,136021,Domestic Shorthair,Mix,Cat,98105
2017-10-14,Jenny,134698,Domestic Shorthair,Mix,Cat,98103
2017-10-14,Hazel,347337,Domestic Shorthair,,Cat,98107
2017-10-14,Bethie,832945,Domestic Shorthair,,Cat,98199
2017-10-14,Zerbe,134699,Domestic Shorthair,Mix,Cat,98122
2017-10-14,,124882,Domestic Shorthair,Mix,Cat,98122
2017-10-14,Fey,136704,Domestic Longhair,Mix,Cat,98103
2017-10-14,Maxwell,136026,Domestic Shorthair,,Cat,98107
2017-10-14,Daly,136009,"Poodle, Standard",Mix,Dog,98116
2017-10-14,Dash,136008,"Poodle, Standard",Mix,Dog,98116
2017-10-14,Rocky,136260,"Terrier, Pit Bull",Mix,Dog,98108
2017-10-14,Cosmo,137520,Australian Shepherd,Mix,Dog,98115
2017-10-14,Bebe,24962,"Chihuahua, Short Coat",,Dog,98105
2017-10-14,Soldier,136023,Terrier,Mix,Dog,98122
2017-10-14,Cowgirl,136012,"Chihuahua, Short Coat",Beagle,Dog,98136
2017-10-14,Lola,136013,Terrier,Mix,Dog,98117
2017-10-14,Jim,118117,"Retriever, Labrador",Mix,Dog,98146
2017-10-14,Isabel,352524,"Terrier, Rat","Chihuahua, Short Coat",Dog,98107
2017-10-14,Bee,136022,"Chihuahua, Short Coat",Mix,Dog,98107
2017-10-14,Lucy,121512,"Chihuahua, Short Coat",Mix,Dog,98125
2017-10-14,Lolly,136025,Pomeranian,"Chihuahua, Short Coat",Dog,98104
2017-10-13,Hero,137024,Mix,,Dog,98116
2017-10-13,Boss,137092,Mix,,Dog,98117
2017-10-13,Bubbles,136611,Domestic Longhair,Mix,Cat,98108
2017-10-13,,137563,Domestic Shorthair,Mix,Cat,98133
2017-10-13,Boots,134687,Domestic Longhair,Mix,Cat,98105
2017-10-13,Goober,134686,Domestic Shorthair,Mix,Cat,98101
2017-10-13,Mosaic,136612,Domestic Shorthair,Mix,Cat,98117
2017-10-13,Rainbow,134691,Domestic Shorthair,Mix,Cat,98119
2017-10-13,Robin,134692,Domestic Shorthair,Mix,Cat,98119
2017-10-13,Nemo,134688,Domestic Shorthair,Mix,Cat,98115
2017-10-13,Gummy Bear,134689,Domestic Shorthair,Mix,Cat,98115
2017-10-13,Peanut,134694,Domestic Shorthair,Mix,Cat,98107
2017-10-13,Rain,134695,Domestic Shorthair,Mix,Cat,98107
2017-10-13,Boyd,134693,Domestic Shorthair,Mix,Cat,98102
2017-10-13,Panda,832666,Domestic Medium Hair,,Cat,98103
2017-10-13,Cora,134696,Domestic Shorthair,Mix,Cat,98105
2017-10-13,Coco,103468,Domestic Shorthair,Mix,Cat,98115
2017-10-13,Lucy,104845,LaPerm,,Cat,98133
2017-10-13,Peggy,103576,Bengal,,Cat,98107
2017-10-13,Nelly,134690,Domestic Shorthair,Mix,Cat,98136
2017-10-13,Sweet Anna,832705,Domestic Shorthair,,Cat,98107
2017-10-13,Leo,824143,LaPerm,,Cat,98118
2017-10-13,Happy Toes,832140,Maine Coon,,Cat,98122
2017-10-13,Ophelia,122239,Domestic Shorthair,,Cat,98107
2017-10-13,Yolanda,105478,Domestic Shorthair,,Cat,98103
2017-10-13,Bernie,137017,American Shorthair,,Cat,98108
2017-10-13,Falco,137018,American Shorthair,,Cat,98108
2017-10-13,Sadie,817178,Domestic Shorthair,,Cat,98199
2017-10-13,Kira,823783,Domestic Shorthair,,Cat,98178
2017-10-13,Tika,953696,Domestic Shorthair,,Cat,98178
2017-10-13,Scout,137000,Domestic Shorthair,,Cat,98115
2017-10-13,Maggie,823196,Domestic Shorthair,,Cat,98122
2017-10-13,Lucy,104062,Domestic Shorthair,Mix,Cat,98106
2017-10-13,Murray,832032,Siamese,Mix,Cat,98119
2017-10-13,Kito,824736,Bengal,,Cat,98117
2017-10-13,Mali,824741,Bengal,,Cat,98117
2017-10-13,Cora,137095,Domestic Shorthair,,Cat,98117
2017-10-13,Tulip,832086,Domestic Longhair,,Cat,98117
2017-10-13,Onyx,137042,American Shorthair,,Cat,98102
2017-10-13,Pepper,137043,American Shorthair,,Cat,98102
2017-10-13,Lola,100533,Domestic Shorthair,Mix,Cat,98133
2017-10-13,Ida,104718,LaPerm,,Cat,98103
2017-10-13,Louie,825429,Domestic Shorthair,,Cat,98133
2017-10-13,Katya,833109,Bombay,,Cat,98125
2017-10-13,Misty,136904,Russian Blue,Mix,Cat,98125
2017-10-13,Lilith,817161,Domestic Shorthair,,Cat,98122
2017-10-13,Daisy,832122,Domestic Medium Hair,,Cat,98125
2017-10-13,Oliver,427654,LaPerm,,Cat,98125
2017-10-13,Emmie,833302,Domestic Shorthair,,Cat,98103
2017-10-13,Hilo,103469,Domestic Shorthair,Mix,Cat,98115
2017-10-13,Nemo,444541,"Spaniel, American Cocker","Poodle, Standard",Dog,98112
2017-10-13,Kodi,136610,"Retriever, Chesapeake Bay",,Dog,98109
2017-10-13,Buddy,136258,"Spaniel, American Cocker",,Dog,98107
2017-10-13,Walter,121067,"Spaniel, Welsh Springer",Mix,Dog,98103
2017-10-13,Bob,827475,"Poodle, Miniature",Havanese,Dog,98199
2017-10-13,Todd,136257,German Shepherd,,Dog,98109
2017-10-13,Alfie,136609,Pomeranian,"Welsh Corgi, Cardigan",Dog,98102
2017-10-13,Tito,135494,"Chihuahua, Short Coat","Dachshund, Standard Smooth Haired",Dog,98104
2017-10-13,Parker,439061,Australian Shepherd,Rhodesian Ridgeback,Dog,98178
2017-10-13,Mr.,730754,"Terrier, Tibetan",Maltese,Dog,98108
2017-10-13,Mikus,137101,"Welsh Corgi, Pembroke","Spaniel, Cavalier King Charles",Dog,98117
2017-10-13,Oliver,137102,"Retriever, Labrador",,Dog,98117
2017-10-13,Floyd,105165,Coonhound,Basset Hound,Dog,98117
2017-10-13,Bernardo,834368,"Retriever, Labrador",Border Collie,Dog,98104
2017-10-13,Finn,835379,"Retriever, Labrador","Poodle, Standard",Dog,98126
2017-10-13,Taco,105199,"Terrier, Rat","Chihuahua, Short Coat",Dog,98115
2017-10-13,Patrick,104709,"Terrier, Rat",,Dog,98134
2017-10-13,Zorro,137084,"Chihuahua, Short Coat",Italian Greyhound,Dog,98115
2017-10-13,Griffy,829266,"Retriever, Golden","Poodle, Standard",Dog,98105
2017-10-13,Banjo Jostol,136981,Terrier,Mix,Dog,98144
2017-10-13,Henley,122767,"Retriever, Labrador","Terrier, Staffordshire Bull",Dog,98103
2017-10-13,Jager,831996,German Shepherd,Rottweiler,Dog,98117
2017-10-13,Pacha,137023,Mix,,Dog,98108
2017-10-13,Scout,137096,"Retriever, Labrador",,Dog,
2017-10-13,Cooper,105532,"Dachshund, Standard Smooth Haired","Chihuahua, Short Coat",Dog,98122
2017-10-13,Bear,104501,"Terrier, Jack Russell",,Dog,98146
2017-10-13,Sam,820948,"Retriever, Golden",,Dog,98146
2017-10-13,Ferdie,834407,"Welsh Corgi, Pembroke",,Dog,98115
2017-10-13,Hank,214814,"Terrier, Boston",,Dog,98107
2017-10-13,Aurora,831382,Border Collie,Mix,Dog,98133
2017-10-13,Maggie,826680,Old English Sheepdog,,Dog,98115
2017-10-13,Peanut,834698,"Chihuahua, Short Coat",Terrier,Dog,98121
2017-10-13,Penny,105166,"Terrier, Rat",,Dog,98117
2017-10-13,Dime A Dance,830138,Terrier,,Dog,98124
2017-10-13,Mandy,105741,Siberian Husky,Siberian Husky,Dog,98105
2017-10-13,Colby,104721,German Shepherd,"Retriever, Labrador",Dog,98122
2017-10-13,Spice,104722,Beagle,"Terrier, American Pit Bull",Dog,98122
2017-10-13,Ri,136964,"Terrier, Airedale",Alaskan Husky,Dog,98112
2017-10-13,Molly,719254,"Terrier, West Highland White",,Dog,98199
2017-10-13,Sandwich,137055,"Retriever, Golden",,Dog,98115
2017-10-13,Molly,137061,"Retriever, Golden","Poodle, Standard",Dog,98115
2017-10-13,Isis,834122,Doberman Pinscher,Border Collie,Dog,98177
2017-10-13,Sassie,827997,Havanese,,Dog,98112
2017-10-13,Morgan,830934,Shepherd,,Dog,98107
2017-10-13,Lola,725879,Shih Tzu,,Dog,98103
2017-10-13,Daisy,827292,Australian Shepherd,,Dog,98112
2017-10-13,Shelby,105533,"Chihuahua, Short Coat",Pomeranian,Dog,98122
2017-10-13,Atlas,136991,"Retriever, Labrador","Terrier, Fox, Smooth",Dog,98125
2017-10-13,Stella,137064,Canaan,Mix,Dog,98115
2017-10-13,Brownie,445494,"Spaniel, American Water",,Dog,98109
2017-10-13,Miso,136931,"Spaniel, Cavalier King Charles",,Dog,98109
2017-10-13,Anita,137051,Mix,,Dog,98115
2017-10-12,Snow,721540,Domestic Shorthair,,Cat,98112
2017-10-12,Mr. Pickles,824816,Domestic Shorthair,,Cat,98119
2017-10-12,Julia,134684,Domestic Shorthair,Mix,Cat,98103
2017-10-12,Jackie,134685,Domestic Shorthair,Mix,Cat,98103
2017-10-12,Shoes,134681,Domestic Longhair,Mix,Cat,98107
2017-10-12,Oscar,136007,Domestic Shorthair,Mix,Cat,98125
2017-10-12,Laura,134683,Siamese,Mix,Cat,98121
2017-10-12,Mr Big Stuff,134682,Domestic Medium Hair,Mix,Cat,98102
2017-10-12,Luna,578596,Domestic Shorthair,,Cat,98115
2017-10-12,Miel,578597,Domestic Medium Hair,,Cat,98115
2017-10-12,Oliver,825456,Maine Coon,,Cat,98136
2017-10-12,Cosmo,823564,Domestic Shorthair,,Cat,98199
2017-10-12,Gus,833228,Domestic Shorthair,,Cat,98105
2017-10-12,Amelia,137025,Domestic Longhair,,Cat,98116
2017-10-12,Trouble,137026,Domestic Longhair,,Cat,98116
2017-10-12,Roman,832878,Domestic Shorthair,,Cat,98117
2017-10-12,Galaxy,825452,Domestic Shorthair,Mix,Cat,98144
2017-10-12,Badger,833257,Domestic Medium Hair,,Cat,98177
2017-10-12,Luna,824152,Siberian,,Cat,98122
2017-10-12,Ollivander,825247,Siberian,,Cat,98122
2017-10-12,Prince,136953,American Shorthair,,Cat,98101
2017-10-12,,821691,Domestic Shorthair,,Cat,98136
2017-10-12,Otto,825431,Domestic Shorthair,,Cat,98122
2017-10-12,Abbey,824182,LaPerm,,Cat,98108
2017-10-12,Boudica,833028,Domestic Shorthair,,Cat,98144
2017-10-12,Brunnehilde,833029,Domestic Shorthair,,Cat,98144
2017-10-12,Noodles,103696,Domestic Shorthair,Mix,Cat,98103
2017-10-12,Eliza,820488,Domestic Shorthair,,Cat,98125
2017-10-12,Minerva,820487,Domestic Shorthair,,Cat,98125
2017-10-12,Precious,104063,Domestic Medium Hair,,Cat,98109
2017-10-12,Molly,137073,Russian Blue,,Cat,98103
2017-10-12,Striker,136607,"Retriever, Golden",,Dog,98177
2017-10-12,Bungee,136606,"Retriever, Labrador",German Shepherd,Dog,98115
2017-10-12,Geronimo,829079,Basset Hound,Terrier,Dog,98144
2017-10-12,Wicket,731889,Shih Tzu,,Dog,98144
2017-10-12,Harley,136006,"Terrier, Pit Bull",Mix,Dog,98108
2017-10-12,Baxter,898292,"Retriever, Labrador",Mix,Dog,98125
2017-10-12,Tank,137088,"Retriever, Labrador",,Dog,98136
2017-10-12,Teddy Bear,834612,"Terrier, Yorkshire",,Dog,98117
2017-10-12,Bruno,137087,Mix,,Dog,98136
2017-10-12,Gaston,136997,"Brittany, French","Terrier, Boston",Dog,98144
2017-10-12,Danny,827482,"Retriever, Labrador","Poodle, Miniature",Dog,98117
2017-10-12,Benjamin,834165,Basset Hound,Australian Cattle Dog,Dog,98117
2017-10-12,Dodger,583945,"Retriever, Golden",,Dog,98136
2017-10-12,Nemesh,136961,Australian Shepherd,"Retriever, Golden",Dog,98109
2017-10-12,Genesis,105699,"Terrier, Manchester",,Dog,98101
2017-10-12,Blue,105219,Samoyed,,Dog,98105
2017-10-12,Eddie,137009,"Retriever, Labrador","Spaniel, English Springer",Dog,98103
2017-10-12,Stuart Little,731722,"Retriever, Labrador",,Dog,98106
2017-10-12,Archer,105411,"Coonhound, Bluetick",Pomeranian,Dog,98112
2017-10-12,Buster,136911,"Retriever, Golden",Alaskan Malamute,Dog,98115
2017-10-12,Charlie,834115,Hound,Mix,Dog,98136
2017-10-12,Costaud,137059,"Terrier, West Highland White",Bichon Frise,Dog,98115
2017-10-12,Bruno,136909,"Terrier, American Pit Bull",,Dog,98108
2017-10-12,Ziggy,137068,"Chihuahua, Short Coat",,Dog,98106
2017-10-12,Pendleberry,136940,Australian Shepherd,Basset Hound,Dog,98103
2017-10-12,Harvey,136974,"Dachshund, Miniature Long Haired",,Dog,98109
2017-10-12,Charlie,137040,Australian Kelpie,Australian Cattle Dog,Dog,98104
2017-10-12,Mowgli,136924,"Retriever, Flat-Coated",,Dog,98125
2017-10-12,Mr. Rooster,136951,"Welsh Corgi, Pembroke",,Dog,98102
2017-10-12,Raleigh,137074,"Retriever, Labrador",Shepherd,Dog,98103
2017-10-12,Georgia Peach,136005,"Terrier, American Pit Bull",Mix,Dog,98199
2017-10-12,San Jordi,136608,"Retriever, Golden",,Dog,98107
2017-10-12,Dana,833325,Shih Tzu,Mix,Dog,98109
2017-10-12,Poppy Valentine,104680,"Retriever, Golden",,Dog,98119
2017-10-12,Cowboy,134300,"Chihuahua, Short Coat",Mix,Dog,98125
2017-10-12,Ella,820486,"Retriever, Labrador",,Dog,98125
2017-10-12,Simba,118178,"Chihuahua, Short Coat",Mix,Dog,98106
2017-10-12,Salty,831968,"Retriever, Golden","Poodle, Standard",Dog,98116
2017-10-12,Buffy,833049,"Dachshund, Miniature Long Haired",,Dog,98136
2017-10-12,Poppy,137022,Old English Sheepdog,"Poodle, Standard",Dog,98105
2017-10-12,Pia,830322,Australian Shepherd,,Dog,98117
2017-10-12,Addison,122269,"Retriever, Labrador",,Dog,98126
2017-10-12,Emmygirl,105238,"Terrier, American Staffordshire","Retriever, Labrador",Dog,98105
2017-10-12,Maggie,105460,"Welsh Corgi, Pembroke",,Dog,98117
2017-10-12,Sasha,442652,German Shepherd,,Dog,98106
2017-10-12,Bisquit,136956,"Retriever, Golden","Poodle, Miniature",Dog,98112
2017-10-12,Coconut,834339,Pomeranian,,Dog,98107
2017-10-12,Higgy,834363,Pomeranian,,Dog,98107
2017-10-12,Maizy,834109,Basset Hound,,Dog,98112
2017-10-12,Cassie,104051,Basenji,Mix,Dog,98177
2017-10-12,Lily,103153,"Retriever, Labrador",,Dog,98177
2017-10-12,Chica,105752,"Chihuahua, Short Coat",,Dog,
2017-10-12,River,125840,"Retriever, Labrador",,Dog,98108
2017-10-12,Osee,137060,"Poodle, Standard",Shih Tzu,Dog,98115
2017-10-12,Chloe,137006,Retriever,,Dog,98119
2017-10-12,Violet,136910,Shih Tzu,,Dog,98108
2017-10-12,Moxee,84355,German Shepherd,,Dog,98105
2017-10-12,Layla,137067,"Chihuahua, Short Coat",,Dog,98106
2017-10-12,Nala,105053,"Terrier, American Pit Bull",,Dog,98121
2017-10-12,Samba,830960,Terrier,,Dog,98106
2017-10-12,Delilah Bae,136929,Pug,,Dog,98101
2017-10-12,Nesta,830827,Beagle,"Retriever, Labrador",Dog,98117
2017-10-12,Pinky,583675,"Retriever, Labrador",Whippet,Dog,98105
2017-10-11,Ashe,825380,LaPerm,,Cat,98106
2017-10-11,Smoak,825381,LaPerm,,Cat,98106
2017-10-11,Emma,833319,Domestic Shorthair,,Cat,98119
2017-10-11,Diana,103775,Domestic Shorthair,Mix,Cat,98106
2017-10-11,Iddy,824356,Domestic Shorthair,,Cat,98117
2017-10-11,Chet,824336,Domestic Longhair,,Cat,98117
2017-10-11,Kozmo,571396,Domestic Shorthair,,Cat,98146
2017-10-11,Kita,142321,Domestic Shorthair,,Cat,98117
2017-10-11,Raven,135599,American Shorthair,,Cat,98112
2017-10-11,Yuki,135597,Domestic Shorthair,Mix,Cat,98121
2017-10-11,Wednesday,104950,Domestic Shorthair,Mix,Cat,98117
2017-10-11,Ellie Rose,826262,Domestic Shorthair,,Cat,98112
2017-10-11,Tom,103995,Domestic Shorthair,Mix,Cat,98125
2017-10-11,Angel,122418,Domestic Shorthair,,Cat,98115
2017-10-11,Otto,104127,Domestic Shorthair,Mix,Cat,98118
2017-10-11,,137034,Domestic Shorthair,Mix,Cat,98108
2017-10-11,Pepper,104835,Domestic Medium Hair,Mix,Cat,98102
2017-10-11,Kuma,136999,Siamese,American Shorthair,Cat,98115
2017-10-11,Chemma,119034,Domestic Shorthair,Mix,Cat,98112
2017-10-11,Lily,825112,Domestic Medium Hair,,Cat,98101
2017-10-11,Mama,106615,Domestic Longhair,,Cat,98104
2017-10-11,Dewey,822644,Domestic Shorthair,,Cat,98126
2017-10-11,Casper,822625,Siamese,Mix,Cat,98117
2017-10-11,Suzie Q,18842,Domestic Shorthair,,Cat,98117
2017-10-11,Pickle,204321,Domestic Medium Hair,,Cat,98133
2017-10-11,Max,825416,Domestic Longhair,,Cat,98133
2017-10-11,Opie,137010,Domestic Shorthair,,Cat,98103
2017-10-11,Six,137011,Domestic Shorthair,,Cat,98103
2017-10-11,King,823831,Domestic Longhair,,Cat,98103
2017-10-11,Sweeney,832179,Snowshoe,Siamese,Cat,98118
2017-10-11,Todd,832182,Snowshoe,Siamese,Cat,98118
2017-10-11,Bo,136976,Domestic Shorthair,,Cat,98109
2017-10-11,Go,136977,Domestic Shorthair,,Cat,98109
2017-10-11,Toonces,137057,Domestic Shorthair,,Cat,98136
2017-10-11,Sassy,137044,American Shorthair,,Cat,98105
2017-10-11,Alice Cooper,137103,Persian,Russian Blue,Cat,98103
2017-10-11,Adzuki,137035,Maine Coon,,Cat,98118
2017-10-11,Nomy,825411,Domestic Shorthair,,Cat,98133
2017-10-11,Fionka,832859,Domestic Shorthair,Egyptian Mau,Cat,98118
2017-10-11,,103452,Domestic Medium Hair,Mix,Cat,98102
2017-10-11,Sebastian,115292,"Dachshund, Miniature Smooth Haired",,Dog,98117
2017-10-11,Cooper,136605,"Bulldog, French","Terrier, Jack Russell",Dog,98144
2017-10-11,Colt,902718,Australian Shepherd,"Retriever, Labrador",Dog,98108
2017-10-11,Boss,729283,Basenji,,Dog,98144
2017-10-11,Shaman,830142,Doberman Pinscher,,Dog,98199
2017-10-11,Paco,136603,Miniature Pinscher,"Chihuahua, Short Coat",Dog,98126
2017-10-11,Charlie,105344,"Retriever, Labrador",Shepherd,Dog,98126
2017-10-11,Beau,82490,"Retriever, Labrador","Poodle, Standard",Dog,98115
2017-10-11,Scout,137083,"Retriever, Labrador",Mix,Dog,98115
2017-10-11,Fritz,834027,"Terrier, West Highland White",,Dog,98105
2017-10-11,Seamus,834029,"Terrier, West Highland White",,Dog,98105
2017-10-11,Oscar,826116,"Chihuahua, Short Coat",,Dog,98103
2017-10-11,Ollie,136978,"Spaniel, American Cocker","Poodle, Miniature",Dog,98115
2017-10-11,Finn,137089,Coton de Tulear,,Dog,98103
2017-10-11,Frankie,137090,Coton de Tulear,,Dog,98103
2017-10-11,Buckley,828718,Beagle,,Dog,98115
2017-10-11,Cody,820483,"Schnauzer, Miniature",,Dog,98177
2017-10-11,Pico,828777,"Chihuahua, Long Coat",Mix,Dog,98108
2017-10-11,Theo,105553,Mix,,Dog,98117
2017-10-11,Keke,820082,Chinese Shar-Pei,Doberman Pinscher,Dog,98101
2017-10-11,Sarge,137041,"Poodle, Miniature",Bichon Frise,Dog,98105
2017-10-11,Enzo,114239,"Poodle, Standard",,Dog,98117
2017-10-11,Denali,136935,"Bulldog, French",,Dog,98119
2017-10-11,Dundy,722142,"Spaniel, Cavalier King Charles",,Dog,98102
2017-10-11,Echo,137001,Australian Cattle Dog,,Dog,98107
2017-10-11,Bowie,137069,"Chihuahua, Short Coat",Terrier,Dog,98103
2017-10-11,Reuben,105540,Olde English Bulldogge,,Dog,98126
2017-10-11,Dino,834677,Havanese,,Dog,98136
2017-10-11,Tucker,830795,"Retriever, Labrador",Border Collie,Dog,98115
2017-10-11,Teddy Bear,582588,"Terrier, Yorkshire",,Dog,98118
2017-10-11,Dio,136985,"Retriever, Golden",Border Collie,Dog,98144
2017-10-11,Gollie,123468,Shepherd,Mix,Dog,98115
2017-10-11,Big Mac,105393,"Coonhound, Redbone",,Dog,98117
2017-10-11,Georgie,77881,"Terrier, American Pit Bull",,Dog,98177
2017-10-11,Brody,825481,Havanese,,Dog,98144
2017-10-11,Maxwell,104555,"Terrier, Fox, Wire",,Dog,98112
2017-10-11,Rico,136958,Havanese,,Dog,98121
2017-10-11,Sully,830051,"Terrier, Kerry Blue",,Dog,98105
2017-10-11,Kiba,137036,Siberian Husky,German Shepherd,Dog,98118
2017-10-11,Ozzy,106121,"Terrier, Scottish",,Dog,98116
2017-10-11,Bogart,105213,Maltese,Shih Tzu,Dog,98122
2017-10-11,Patches,826752,"Terrier, American Pit Bull",,Dog,98116
2017-10-11,Bianca,115293,"Dachshund, Standard Smooth Haired",,Dog,98117
2017-10-11,Wendy,136604,"Bulldog, French",,Dog,98102
2017-10-11,Liberty,832659,Australian Shepherd,,Dog,98117
2017-10-11,Giget,105027,Shih Tzu,,Dog,98144
2017-10-11,Bisou,135600,"Bulldog, French",,Dog,98109
2017-10-11,Lulu 2,827302,Pug,,Dog,98118
2017-10-11,Luxe,118177,Coton de Tulear,Mix,Dog,98126
2017-10-11,Leila,831962,"Retriever, Golden","Poodle, Standard",Dog,98107
2017-10-11,Dani,834560,Xoloitzcuintli,,Dog,98103
2017-10-11,Charlie,137013,"Retriever, Flat-Coated",Australian Shepherd,Dog,98136
2017-10-11,Lacy,137014,Shih Tzu,Bichon Frise,Dog,98106
2017-10-11,B,136905,"Retriever, Labrador",,Dog,98116
2017-10-11,Zuzu,832045,"Poodle, Miniature",,Dog,98105
2017-10-11,Maxine,830307,"Retriever, Labrador",Mix,Dog,98125
2017-10-11,AnnaBelle,137104,"Bulldog, French",,Dog,98118
2017-10-11,Lola,440388,"Retriever, Golden",,Dog,98116
2017-10-11,Maddie,104710,"Poodle, Standard","Retriever, Labrador",Dog,98122
2017-10-11,Osita,137097,German Shepherd,,Dog,98109
2017-10-11,Addie,137048,"Retriever, Labrador","Retriever, Golden",Dog,98136
2017-10-11,Cora,828977,Pug,,Dog,98126
2017-10-11,Bailey,105189,"Chihuahua, Short Coat","Dachshund, Standard Smooth Haired",Dog,98107
2017-10-11,Lizzie,136930,Border Collie,Australian Shepherd,Dog,98112
2017-10-11,Ellie Rai,831870,"Schnauzer, Miniature",,Dog,98108
2017-10-11,Odessa Silverberg,104725,"Chihuahua, Short Coat",,Dog,98133
2017-10-11,Millie,830732,"Poodle, Toy",,Dog,98112
2017-10-11,Stella,105022,Shepherd,Beagle,Dog,98112
2017-10-11,Elsa,105370,German Shepherd,,Dog,98118
2017-10-11,Addie,105025,"Retriever, Labrador",Akita,Dog,98107
2017-10-11,Pearl,834608,"Poodle, Standard",,Dog,98105
2017-10-11,Peekaboo,136969,Pug,,Dog,98199
2017-10-11,Neko,137072,German Shepherd,Doberman Pinscher,Dog,98117
2017-10-11,Rowan,820007,Australian Cattle Dog,Mix,Dog,98133
2017-10-11,Casper,137079,"Terrier, Jack Russell",Mix,Dog,98115
2017-10-11,Sophie,137056,"Welsh Corgi, Pembroke",Siberian Husky,Dog,98136
2017-10-11,Daisy,122122,"Retriever, Labrador",,Dog,98112
2017-10-11,Gabby,138936,"Retriever, Golden",,Dog,98112
2017-10-11,Aute,136965,"Bulldog, American",,Dog,98177
2017-10-11,Gremlie,136966,Pomeranian,Papillon,Dog,98177
2017-10-11,Anka,829619,German Shepherd,,Dog,98125
2017-10-11,Scout,101694,"Retriever, Labrador",Mix,Dog,98105
2017-10-11,Twiggy,137027,"Terrier, Boston",Italian Greyhound,Dog,98118
2017-10-10,Samwell,136602,Domestic Shorthair,Mix,Cat,98107
2017-10-10,Judo,134678,Domestic Shorthair,Mix,Cat,98103
2017-10-10,Cleo,134298,Domestic Shorthair,Mix,Cat,98101
2017-10-10,Snuggles,134299,Domestic Shorthair,Mix,Cat,98115
2017-10-10,Pooj,134898,Bombay,,Cat,98119
2017-10-10,Diablo,134897,Bombay,,Cat,98119
2017-10-10,Jax,134679,Domestic Shorthair,Mix,Cat,98198
2017-10-10,Perses,135595,Maine Coon,,Cat,98112
2017-10-10,Jace,134680,Domestic Shorthair,Mix,Cat,98118
2017-10-10,Bixley Reginald McFluffins IV,833205,Domestic Shorthair,,Cat,98108
2017-10-10,Fiachra McFluffins,833204,Domestic Shorthair,,Cat,98108
2017-10-10,Buddy,827528,Domestic Shorthair,,Cat,98177
2017-10-10,Kealani,104834,Domestic Shorthair,Mix,Cat,98117
2017-10-10,Phantom,137054,Domestic Shorthair,Mix,Cat,98115
